0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
472.0,671.0,286.0,784.0,373.0,65.0,227.0,180.0,222.0,9.0,935.0,478.0,358.0,113.0,103.0,628.0,23.0,791.0,202.0,209.0,455.0,512.0,552.0,378.0,527.0,261.0,84.0,861.0,509.0,547.0,14.0,320.0,62.0,149.0,743.0,581.0,178.0,21.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431.0,100.0,168.0,904.0,630.0,700.0,130.0,479.0,186.0,962.0,1020.0,684.0,793.0,51.0,343.0,1313.0,79.0,37.0,715.0,651.0,931.0,22.0,119.0,548.0,242.0,946.0,305.0,95.0,54.0,1006.0,581.0,261.0,274.0,1063.0,543.0,855.0,621.0,717.0,57.0,35.0,431.0,1129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148.0,623.0,77.0,473.0,254.0,457.0,297.0,701.0,1203.0,824.0,772.0,619.0,151.0,7.0,559.0,100.0,192.0,23.0,231.0,312.0,348.0,308.0,136.0,257.0,208.0,97.0,738.0,527.0,255.0,54.0,103.0,71.0,55.0,386.0,265.0,9.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,157.0,58.0,615.0,59.0,312.0,32.0,1013.0,654.0,233.0,891.0,37.0,1120.0,162.0,240.0,686.0,343.0,348.0,175.0,537.0,1099.0,241.0,92.0,630.0,1080.0,479.0,232.0,455.0,261.0,358.0,581.0,357.0,265.0,138.0,30.0,301.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276.0,566.0,2.0,41.0,673.0,347.0,743.0,262.0,73.0,711.0,660.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594.0,420.0,885.0,118.0,1041.0,50.0,53.0,190.0,59.0,134.0,388.0,593.0,13.0,69.0,687.0,78.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290.0,642.0,121.0,550.0,13.0,365.0,141.0,451.0,69.0,210.0,25.0,403.0,370.0,610.0,268.0,529.0,159.0,104.0,107.0,772.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.0,759.0,1198.0,494.0,1177.0,555.0,270.0,876.0,1195.0,384.0,169.0,821.0,856.0,774.0,1239.0,557.0,734.0,490.0,1142.0,1081.0,312.0,262.0,336.0,867.0,326.0,1119.0,422.0,965.0,347.0,354.0,606.0,625.0,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,61.0,158.0,252.0,96.0,848.0,937.0,49.0,41.0,1195.0,269.0,176.0,145.0,53.0,356.0,372.0,13.0,11.0,1047.0,104.0,598.0,563.0,210.0,70.0,78.0,74.0,306.0,400.0,575.0,529.0,141.0,850.0,125.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714.0,204.0,82.0,190.0,119.0,431.0,663.0,69.0,564.0,321.0,391.0,545.0,491.0,995.0,406.0,471.0,245.0,702.0,58.0,78.0,423.0,555.0,319.0,695.0,173.0,316.0,516.0,539.0,964.0,464.0,324.0,648.0,112.0,1017.0,217.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240.0,12.0,332.0,727.0,687.0,307.0,158.0,182.0,262.0,1112.0,275.0,1002.0,711.0,663.0,725.0,99.0,886.0,884.0,846.0,81.0,932.0,243.0,483.0,308.0,331.0,479.0,170.0,7.0,972.0,254.0,572.0,1246.0,399.0,89.0,154.0,502.0,134.0,407.0,1157.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108.0,158.0,118.0,611.0,687.0,53.0,141.0,358.0,90.0,190.0,121.0,210.0,550.0,1047.0,501.0,365.0,403.0,24.0,84.0,524.0,642.0,197.0,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854.0,711.0,131.0,140.0,2.0,1085.0,673.0,244.0,381.0,797.0,256.0,1306.0,490.0,465.0,1307.0,510.0,665.0,1.0,483.0,1250.0,396.0,73.0,262.0,1344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421.0,44.0,105.0,116.0,158.0,281.0,994.0,262.0,747.0,207.0,646.0,848.0,1292.0,660.0,118.0,606.0,176.0,52.0,625.0,145.0,326.0,501.0,575.0,190.0,243.0,78.0,642.0,50.0,670.0,550.0,205.0,427.0,687.0,850.0,1010.0,400.0,121.0,129.0,26.0,454.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.0,468.0,910.0,678.0,173.0,542.0,821.0,80.0,557.0,774.0,733.0,169.0,748.0,815.0,1042.0,983.0,457.0,438.0,265.0,180.0,367.0,167.0,10.0,317.0,664.0,321.0,4.0,144.0,292.0,378.0,447.0,998.0,294.0,841.0,716.0,311.0,1077.0,875.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554.0,290.0,2.0,44.0,61.0,743.0,140.0,332.0,496.0,96.0,252.0,662.0,844.0,126.0,226.0,240.0,516.0,320.0,94.0,559.0,322.0,100.0,171.0,261.0,119.0,540.0,448.0,221.0,722.0,231.0,37.0,298.0,904.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906.0,332.0,243.0,149.0,403.0,859.0,78.0,50.0,501.0,141.0,409.0,500.0,400.0,489.0,121.0,406.0,1047.0,1048.0,1147.0,79.0,630.0,717.0,919.0,6.0,257.0,175.0,495.0,187.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730.0,176.0,11.0,178.0,96.0,888.0,1112.0,275.0,145.0,679.0,698.0,1293.0,905.0,74.0,59.0,918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285.0,403.0,610.0,13.0,53.0,306.0,651.0,190.0,141.0,137.0,178.0,96.0,646.0,404.0,358.0,121.0,388.0,1112.0,30.0,23.0,343.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687.0,105.0,747.0,877.0,976.0,956.0,660.0,683.0,1082.0,592.0,207.0,275.0,49.0,937.0,340.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649.0,298.0,58.0,291.0,167.0,330.0,230.0,545.0,162.0,609.0,390.0,620.0,898.0,192.0,470.0,248.0,32.0,423.0,292.0,156.0,102.0,321.0,685.0,112.0,228.0,497.0,232.0,48.0,995.0,279.0,708.0,435.0,23.0,555.0,378.0,968.0,202.0,227.0,376.0,80.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674.0,61.0,105.0,96.0,145.0,52.0,636.0,646.0,176.0,275.0,723.0,361.0,885.0,121.0,561.0,70.0,365.0,500.0,141.0,137.0,575.0,388.0,303.0,134.0,199.0,699.0,356.0,104.0,670.0,779.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614.0,233.0,1023.0,805.0,51.0,27.0,676.0,863.0,433.0,1091.0,543.0,390.0,528.0,102.0,936.0,322.0,358.0,195.0,319.0,1203.0,58.0,53.0,232.0,162.0,136.0,8.0,156.0,346.0,71.0,434.0,213.0,809.0,1083.0,830.0,527.0,273.0,123.0,596.0,1158.0,1214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656.0,907.0,680.0,9.0,355.0,614.0,165.0,442.0,327.0,904.0,599.0,34.0,612.0,10.0,1120.0,1183.0,272.0,363.0,695.0,297.0,455.0,401.0,376.0,881.0,769.0,525.0,1123.0,585.0,143.0,840.0,289.0,602.0,512.0,1004.0,435.0,366.0,17.0,749.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216.0,358.0,50.0,199.0,550.0,104.0,434.0,419.0,168.0,513.0,159.0,610.0,333.0,61.0,1098.0,107.0,445.0,957.0,299.0,463.0,51.0,433.0,676.0,310.0,423.0,277.0,619.0,368.0,322.0,308.0,487.0,94.0,289.0,97.0,248.0,343.0,367.0,726.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916.0,315.0,237.0,69.0,491.0,183.0,58.0,543.0,471.0,470.0,588.0,433.0,32.0,567.0,82.0,6.0,136.0,654.0,498.0,431.0,167.0,368.0,1020.0,501.0,210.0,499.0,113.0,112.0,240.0,685.0,103.0,78.0,490.0,182.0,67.0,162.0,190.0,259.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679.0,583.0,49.0,269.0,275.0,592.0,867.0,354.0,674.0,747.0,215.0,270.0,665.0,326.0,537.0,252.0,2.0,297.0,221.0,185.0,946.0,140.0,932.0,743.0,736.0,347.0,131.0,61.0,44.0,1298.0,176.0,217.0,105.0,332.0,5.0,96.0,360.0,408.0,530.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657.0,5.0,185.0,73.0,711.0,510.0,262.0,96.0,290.0,552.0,116.0,1251.0,340.0,867.0,41.0,576.0,636.0,483.0,176.0,592.0,1288.0,336.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147.0,252.0,566.0,1.0,361.0,646.0,275.0,99.0,496.0,659.0,78.0,501.0,629.0,29.0,358.0,388.0,210.0,31.0,44.0,583.0,145.0,118.0,244.0,96.0,728.0,848.0,50.0,1273.0,142.0,178.0,190.0,332.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873.0,2.0,711.0,347.0,1150.0,1085.0,131.0,1.0,932.0,215.0,185.0,326.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,97.0,659.0,391.0,911.0,292.0,123.0,47.0,988.0,314.0,66.0,809.0,1241.0,820.0,386.0,4.0,80.0,183.0,468.0,10.0,50.0,89.0,278.0,186.0,545.0,40.0,13.0,158.0,178.0,131.0,270.0,60.0,593.0,500.0,1031.0,1176.0,237.0,94.0,39.0,1.0,200.0,264.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.0,478.0,1157.0,184.0,807.0,715.0,428.0,289.0,548.0,682.0,1004.0,924.0,726.0,93.0,689.0,282.0,226.0,495.0,113.0,330.0,248.0,130.0,67.0,1099.0,68.0,155.0,504.0,644.0,440.0,686.0,516.0,236.0,517.0,561.0,461.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.0,470.0,391.0,237.0,122.0,318.0,399.0,147.0,384.0,156.0,672.0,588.0,183.0,227.0,27.0,641.0,69.0,712.0,292.0,57.0,267.0,283.0,294.0,58.0,102.0,290.0,248.0,509.0,593.0,298.0,240.0,243.0,632.0,154.0,709.0,823.0,547.0,2.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422.0,98.0,730.0,530.0,554.0,397.0,602.0,117.0,28.0,809.0,772.0,872.0,578.0,148.0,1247.0,86.0,571.0,735.0,921.0,648.0,1137.0,55.0,712.0,525.0,375.0,201.0,784.0,149.0,160.0,467.0,566.0,348.0,769.0,61.0,995.0,58.0,368.0,1097.0,102.0,1071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835.0,217.0,289.0,348.0,423.0,89.0,47.0,1339.0,664.0,769.0,410.0,924.0,83.0,355.0,537.0,23.0,232.0,312.0,791.0,202.0,310.0,676.0,85.0,479.0,433.0,543.0,1023.0,192.0,167.0,610.0,322.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819.0,290.0,420.0,665.0,105.0,158.0,867.0,96.0,252.0,176.0,145.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381.0,73.0,490.0,566.0,2.0,140.0,252.0,361.0,61.0,96.0,851.0,804.0,275.0,675.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,726.0,784.0,627.0,527.0,769.0,384.0,14.0,604.0,417.0,1022.0,998.0,789.0,364.0,751.0,741.0,206.0,546.0,1066.0,1207.0,283.0,362.0,183.0,157.0,32.0,461.0,37.0,312.0,505.0,495.0,138.0,77.0,542.0,80.0,600.0,457.0,774.0,47.0,448.0,565.0,497.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332.0,404.0,269.0,665.0,252.0,576.0,803.0,221.0,92.0,79.0,870.0,630.0,343.0,175.0,742.0,162.0,53.0,248.0,190.0,565.0,791.0,680.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847.0,61.0,154.0,403.0,371.0,951.0,24.0,67.0,202.0,1006.0,542.0,85.0,57.0,162.0,587.0,30.0,517.0,433.0,682.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,185.0,828.0,140.0,105.0,592.0,1081.0,253.0,1119.0,876.0,926.0,707.0,1172.0,31.0,178.0,78.0,152.0,788.0,59.0,846.0,36.0,279.0,12.0,530.0,670.0,760.0,522.0,166.0,553.0,509.0,992.0,917.0,1058.0,247.0,466.0,698.0,696.0,1167.0,645.0,858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218.0,2.0,743.0,140.0,252.0,646.0,1064.0,674.0,52.0,44.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942.0,2.0,797.0,131.0,5.0,510.0,49.0,942.0,281.0,105.0,743.0,290.0,646.0,592.0,99.0,420.0,404.0,605.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,228.0,936.0,1026.0,948.0,14.0,835.0,755.0,697.0,164.0,1274.0,958.0,838.0,815.0,1078.0,935.0,1067.0,363.0,1097.0,677.0,1326.0,121.0,670.0,846.0,611.0,626.0,98.0,127.0,466.0,681.0,711.0,61.0,867.0,533.0,383.0,1089.0,696.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
